,User,Tweet,Time,url
357,hhhhlfm,That's what i thought🤣 bahasanya Bjorka tuh org Indo bgt. Bahasa Indo yg di-Inggris-in bgt kalo kata guru jaman sekolah wkwkwk. One thing for sure sih bukan native English speaker kayanya https://t.co/ekAV9YTR31,2022-09-13 01:48:37+00:00,http://twitter.com/download/android
358,_lepecheur_,"@BukanVerdi @angelinadeaid Nope. Guru bahasa Polandiaku orang Polandia asli. Memang bisa bahasa Inggris, tapi gak terlalu fluent since bahasa yg dipake di sana pake Polish. Hal ini jg banyak terjadi di Eropa Timur kok karena aku jg punya bbrp temen dari sana. Pernyataann ini ga valid hehe.",2022-09-13 01:22:55+00:00,http://twitter.com/download/android
359,AzhraAtira,mana pink banget lagi kaya guru bhsaa Inggris ku https://t.co/oKMNeyjj7h,2022-09-13 00:25:25+00:00,http://twitter.com/download/android
360,delismansyahput,@abiridwan2173 Tdk bisa pindah?  Saya guru bahasa inggris yang lulus P3K 2021. d sekolah dimana saya lulus sudah ada guru PNS bahasa inggris yang sudah sertifikasi. Dan saya juga sudah sertifikasi. Sementara Sekolah itu rombelnya cuma 3 kelas. Alhasil saya diberikan jam mengajar tdk sesuai SK.,2022-09-13 00:11:07+00:00,http://twitter.com/download/android
361,Yanuara90598160,"@Cici86472732 Baru nyampek Bu guru, emang ya Bu guru MTK/B. Inggris &amp; B. Indonesia cantik² yang mengajar khususnya kayak Bu guru nih cantik.",2022-09-12 23:40:59+00:00,http://twitter.com/download/android
362,redikabrian,"dulu, 
cuma guru b.inggris doang 
yang nanya ""how are you today?""",2022-09-12 23:12:47+00:00,http://twitter.com/download/iphone
363,alvito_nasution,@angelinadeaid Guru bahasa Inggris di SD Negri pun bisa tau kalo Englishnya si Bjorka ini rasa ketoprak alias Indonesia banget. Bukan begitu bun @KamusKecil01 ???,2022-09-12 20:37:00+00:00,http://twitter.com/download/android
364,ourprettystuffs,"Yohanes Pongpabia merupakan guru Bahasa Inggris di SMPN 1 Kimak Ilaga. Ia berkisah sejak 2020 hingga 2022, saat kelompok bersenjata melakukan penyerangan, ia dan beberapa rekan guru lainnya masih memilih bertahan untuk mengajar para siswa. https://t.co/AeDgm1zQHL",2022-09-12 16:40:01+00:00,http://twitter.com/download/android
365,cec3ee,"""how are you today"" ucap guru bahasa Inggris",2022-09-12 15:43:26+00:00,http://twitter.com/download/android
366,Ngab_Bob,"Dipikir pikir cuman guru bahasa Inggris yang pernah nanyain ""how are you today?""",2022-09-12 14:24:41+00:00,http://twitter.com/download/android
367,avgdrjc,Perlu guru les bahasa Inggris atau supir gak https://t.co/XlHvwhjN6r,2022-09-12 14:22:54+00:00,http://twitter.com/download/android
368,zidanlaper,"seumur umur kayanya cuma guru bahasa inggris yg pernah nanya ""how are you today?""",2022-09-12 14:11:57+00:00,http://twitter.com/download/android
369,sebuahbadut,"jadi keinget pas SMP guru bahasa Inggris gw ngasih lagu pumped up kicks untuk materi listening lirik sama translasi lirik 😭💀

Terus ada dimana tuh lagu dinyanyiin sekelasan 💀",2022-09-12 14:11:21+00:00,http://twitter.com/download/android
370,x1oneitgirl,"@Jokitugsfess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-12 13:35:02+00:00,http://twitter.com/download/android
371,__Bungs,Bionya beralamat di polandia lalu posting status seperti guru bahasa inggris kadang pakai bahasa indonesia dan dianggap pahlawan oleh kelompok kadal 🤣,2022-09-12 13:27:47+00:00,http://twitter.com/download/iphone
372,ndnraaaa,baru pertama kali dipuji guru inggris🙏🏻 https://t.co/rU4m5N9rqI,2022-09-12 13:23:23+00:00,http://twitter.com/download/iphone
373,_xykshaaz,"B.inggris, ipa, mtk juga *tapi giaman guru sih w te er https://t.co/wa7VF16u0L",2022-09-12 13:07:28+00:00,http://twitter.com/download/android
374,Itsbataraa,"@wimnteor Wkwkwkwk kasian atuh adenya, cuma guru bhsa Inggris yg selalu nanya gimana harinya 😥😥",2022-09-12 13:05:28+00:00,http://twitter.com/download/android
375,x1oneitgirl,"@Jokitugsfess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-12 12:36:11+00:00,http://twitter.com/download/android
376,tonysIark,Gue mencari guru bahasa Inggris,2022-09-12 12:22:32+00:00,http://twitter.com/download/android
377,tonysIark,Weh jawab sapa di sini yang guru bahasa inggris,2022-09-12 12:19:52+00:00,http://twitter.com/download/android
378,pawangpnda,@kukikeiki Gw udh pernah cerita blm sih emak gw dulu guru bahasa inggris tk,2022-09-12 11:46:06+00:00,http://twitter.com/download/android
379,addittamma,"Rispek bgt ga si sama guru basa inggris, biar cuma formalitas etlis pernah nanya how r u today",2022-09-12 11:23:28+00:00,http://twitter.com/download/iphone
380,mansaereul,"@natanattda Butuh guru les inggris juga gak,,,,,",2022-09-12 10:45:45+00:00,http://twitter.com/download/android
381,sunarinter,@tanyakanrl prnah sama guru bhs inggris🤠,2022-09-12 10:29:52+00:00,http://twitter.com/download/android
382,Circusclownnnn,"Sampai sekarang, selain guru bahasa inggris nggak pernah ada lagi yang nanya gini. “How are you today”",2022-09-12 10:07:44+00:00,http://twitter.com/download/android
383,YanuarAhmadFau1,Seumur-umur kayanya cuman guru bahasa Inggris yang pernah nanya “how are you today?”,2022-09-12 09:55:18+00:00,http://twitter.com/download/iphone
384,kaxxsy,hari ini guru b Inggris sangatlah awikwok 😀😀😀,2022-09-12 09:13:35+00:00,http://twitter.com/download/android
385,bennysiauw89,"Kemarin ini sempat coba latian listening dgn nonton satu series tanpa subtitle English. Ngerasa fail banget karena jadinya cuma ngerti 60% cerita.

Pas akhirnya ngobrol sama temen yang guru Inggris, justru dikasitau bisa jd masalah suara dari series &amp; banyak hal lainnya.",2022-09-12 07:27:00+00:00,http://twitter.com/download/android
386,GuruPrivatMaros,Butuh Guru Privat BAHASA INGGRIS ? Silahkan Hubungi GuruPrivatMaros Telp/WA : 085242353833 PIN BB : 55178187,2022-09-12 07:16:18+00:00,http://twittbot.net/
387,taxzzzy,Baru masuk kelas langsung cemberut dasar guru bhs.inggris,2022-09-12 07:15:13+00:00,http://twitter.com/download/android
388,convomf,💙 waktu itu ada tugas speaking dan sender satu satunya yang bener dan lancar dikelas. Tapi yakali cuma karena itu langsung disuruh ikut lomba debat inggris? ya allah allahurobbi 😭 guru english gweh gajelas. Aph dia tidak tau ak aj bermodalkan gugle translate 😭😭😭😭😭😭😭,2022-09-12 07:00:53+00:00,https://twitter.com/munconvo
389,ChocoMilk5523,Guru inggris nerangin agama trus itu ngebahas sifat setan,2022-09-12 06:28:36+00:00,http://twitter.com/download/android
390,LibrariBooks,"harus ​dibimbing oleh ​seorang guru. ​ Disamping itu, ​karena dilengkapi ​dengan percakapan ​yang menunjang ​pemahaman tata ​bahasa tersebut, ​pembaca akan ​menemukan bahwa ​buku ini menunjang​ penguasaan bahasa ​Inggris secara ​praktis. https://t.co/gszde5ktrd",2022-09-12 05:57:08+00:00,https://mobile.twitter.com
391,LibrariBooks,Buku ini ​sangat membantu ​pembaca dalam ​mempelajari tata ​bahasa Inggris ​dalam waktu yang ​relatif singkat ​tanpa harus ​dibimbing oleh ​seorang guru.,2022-09-12 05:56:22+00:00,https://getchirrapp.com
392,danieellgf,"dialog b inggris sm guru lancar, giliran ketemu bule asli langsung aoao",2022-09-12 05:45:00+00:00,http://twitter.com/download/android
393,hiYano,@otongkoil Wow bisaan maneh. Guru bahasa inggris eta,2022-09-12 05:34:43+00:00,http://twitter.com/download/iphone
394,rniraecle,kevin km harusnya dpt bayaran lebih tau sbg guru les bahasa inggris,2022-09-12 05:22:28+00:00,http://twitter.com/download/android
395,_plunt,kaget gw ketemu guru bahasa Inggris gw di SMP😭🤏🏻 mw nyapa tdi segan😭🤏🏻,2022-09-12 04:32:23+00:00,http://twitter.com/download/android
396,castlesungg,@tanyakanrl Ketawa banget anjirr🤣 pentingnya dengerin guru bhs inggris kalo lagi ngejalasin,2022-09-12 03:41:06+00:00,http://twitter.com/download/android
397,tutuptitip,@mukaiklas seumur-umur kayanya cuma guru bahasa inggris yang hobinya melahirkan teros..,2022-09-12 03:39:46+00:00,https://mobile.twitter.com
398,x1oneitgirl,"@busifess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-12 03:14:24+00:00,http://twitter.com/download/android
399,mas2semestertua,"@collegemenfess minat, especially guru bahasa inggris atau ips/sejarah
klo terlepas masalah gaji ya😁",2022-09-12 02:54:37+00:00,http://twitter.com/download/android
